money_source,cycle,politician_name,district_run_for,house,sector,amount_raised
p,1990,Jim Exon (D),NES2,s,Construction,15800
i,1990,Jim Exon (D),NES2,s,Construction,16650
p,1990,Jim Exon (D),NES2,s,Defense,97502
i,1990,Jim Exon (D),NES2,s,Defense,1250
p,1990,Jim Exon (D),NES2,s,Energy/Nat Resource,67968
i,1990,Jim Exon (D),NES2,s,Energy/Nat Resource,6000
i,1990,Jim Exon (D),NES2,s,Finance/Insur/RealEst,83576
p,1990,Jim Exon (D),NES2,s,Finance/Insur/RealEst,212300
p,1990,Jim Exon (D),NES2,s,Health,66450
i,1990,Jim Exon (D),NES2,s,Health,9400
p,1990,Jim Exon (D),NES2,s,Ideology/Single-Issue,160937
i,1990,Jim Exon (D),NES2,s,Ideology/Single-Issue,42271
i,1990,Jim Exon (D),NES2,s,Labor,250
p,1990,Jim Exon (D),NES2,s,Labor,291481
p,1990,Jim Exon (D),NES2,s,Lawyers & Lobbyists,45399
i,1990,Jim Exon (D),NES2,s,Lawyers & Lobbyists,88485
p,1990,Jim Exon (D),NES2,s,Misc Business,86033
i,1990,Jim Exon (D),NES2,s,Misc Business,58900
i,1990,Jim Exon (D),NES2,s,Non-contribution,3800
p,1990,Jim Exon (D),NES2,s,Other,3600
i,1990,Jim Exon (D),NES2,s,Other,17000
p,1990,Jim Exon (D),NES2,s,Party Cmte,123096
p,1990,Jim Exon (D),NES2,s,Transportation,215902
i,1990,Jim Exon (D),NES2,s,Transportation,63670
i,1990,Jim Exon (D),NES2,s,Unknown,83309
i,1990,John Kerry (D),MAS2,s,Agribusiness,30800
p,1990,John Kerry (D),MAS2,s,Agribusiness,2000
p,1990,John Kerry (D),MAS2,s,Communic/Electronics,-995
i,1990,John Kerry (D),MAS2,s,Communic/Electronics,332041
i,1990,John Kerry (D),MAS2,s,Construction,131219
i,1990,John Kerry (D),MAS2,s,Defense,10084
p,1990,John Kerry (D),MAS2,s,Energy/Nat Resource,-150
i,1990,John Kerry (D),MAS2,s,Energy/Nat Resource,58950
i,1990,John Kerry (D),MAS2,s,Finance/Insur/RealEst,744625
p,1990,John Kerry (D),MAS2,s,Finance/Insur/RealEst,500
i,1990,John Kerry (D),MAS2,s,Health,119525
p,1990,John Kerry (D),MAS2,s,Ideology/Single-Issue,61190
i,1990,John Kerry (D),MAS2,s,Ideology/Single-Issue,203315
p,1990,John Kerry (D),MAS2,s,Labor,22015
i,1990,John Kerry (D),MAS2,s,Labor,250
p,1990,John Kerry (D),MAS2,s,Lawyers & Lobbyists,-2000
i,1990,John Kerry (D),MAS2,s,Lawyers & Lobbyists,586932
i,1990,John Kerry (D),MAS2,s,Misc Business,390685
p,1990,John Kerry (D),MAS2,s,Misc Business,5845
i,1990,John Kerry (D),MAS2,s,Non-contribution,29625
p,1990,John Kerry (D),MAS2,s,Other,0
i,1990,John Kerry (D),MAS2,s,Other,175347
p,1990,John Kerry (D),MAS2,s,Party Cmte,485273
i,1990,John Kerry (D),MAS2,s,Party Cmte,1400
i,1990,John Kerry (D),MAS2,s,Transportation,37183
i,1990,John Kerry (D),MAS2,s,Unknown,798388
p,1990,John W Warner (R),VAS2,s,Agribusiness,85490
i,1990,John W Warner (R),VAS2,s,Agribusiness,14250
p,1990,John W Warner (R),VAS2,s,Communic/Electronics,46750
i,1990,John W Warner (R),VAS2,s,Communic/Electronics,16750
p,1990,John W Warner (R),VAS2,s,Construction,35625
i,1990,John W Warner (R),VAS2,s,Construction,66200
p,1990,John W Warner (R),VAS2,s,Defense,105375
i,1990,John W Warner (R),VAS2,s,Defense,30750
p,1990,John W Warner (R),VAS2,s,Energy/Nat Resource,100000
i,1990,John W Warner (R),VAS2,s,Energy/Nat Resource,16250
p,1990,John W Warner (R),VAS2,s,Finance/Insur/RealEst,100842
i,1990,John W Warner (R),VAS2,s,Finance/Insur/RealEst,129625
i,1990,John W Warner (R),VAS2,s,Health,15695
p,1990,John W Warner (R),VAS2,s,Health,45750
p,1990,John W Warner (R),VAS2,s,Ideology/Single-Issue,11015
i,1990,John W Warner (R),VAS2,s,Ideology/Single-Issue,9800
p,1990,John W Warner (R),VAS2,s,Labor,32014
p,1990,John W Warner (R),VAS2,s,Lawyers & Lobbyists,31500
i,1990,John W Warner (R),VAS2,s,Lawyers & Lobbyists,72870
p,1990,John W Warner (R),VAS2,s,Misc Business,60272
i,1990,John W Warner (R),VAS2,s,Misc Business,70460
i,1990,John W Warner (R),VAS2,s,Non-contribution,7550
i,1990,John W Warner (R),VAS2,s,Other,31135
i,1990,John W Warner (R),VAS2,s,Party Cmte,6000
p,1990,John W Warner (R),VAS2,s,Party Cmte,103665
p,1990,John W Warner (R),VAS2,s,Transportation,97057
i,1990,John W Warner (R),VAS2,s,Transportation,31200
i,1990,John W Warner (R),VAS2,s,Unknown,142935
p,1990,Joseph R Biden Jr (D),DES2,s,Agribusiness,2000
i,1990,Joseph R Biden Jr (D),DES2,s,Agribusiness,12000
i,1990,Joseph R Biden Jr (D),DES2,s,Communic/Electronics,44900
p,1990,Joseph R Biden Jr (D),DES2,s,Communic/Electronics,82329
p,1990,Joseph R Biden Jr (D),DES2,s,Construction,7500
i,1990,Joseph R Biden Jr (D),DES2,s,Construction,31225
i,1990,Joseph R Biden Jr (D),DES2,s,Defense,1000
p,1990,Joseph R Biden Jr (D),DES2,s,Defense,3000
p,1990,Joseph R Biden Jr (D),DES2,s,Energy/Nat Resource,12750
i,1990,Joseph R Biden Jr (D),DES2,s,Energy/Nat Resource,7250
p,1990,Joseph R Biden Jr (D),DES2,s,Finance/Insur/RealEst,107000
i,1990,Joseph R Biden Jr (D),DES2,s,Finance/Insur/RealEst,111975
i,1990,Joseph R Biden Jr (D),DES2,s,Health,15150
p,1990,Joseph R Biden Jr (D),DES2,s,Health,25500
i,1990,Joseph R Biden Jr (D),DES2,s,Ideology/Single-Issue,85400
p,1990,Joseph R Biden Jr (D),DES2,s,Ideology/Single-Issue,120949
p,1990,Joseph R Biden Jr (D),DES2,s,Labor,272880
p,1990,Joseph R Biden Jr (D),DES2,s,Lawyers & Lobbyists,30800
i,1990,Joseph R Biden Jr (D),DES2,s,Lawyers & Lobbyists,196775
i,1990,Joseph R Biden Jr (D),DES2,s,Misc Business,106300
p,1990,Joseph R Biden Jr (D),DES2,s,Misc Business,12250
i,1990,Joseph R Biden Jr (D),DES2,s,Other,8312
p,1990,Joseph R Biden Jr (D),DES2,s,Other,1000
p,1990,Joseph R Biden Jr (D),DES2,s,Party Cmte,50032
i,1990,Joseph R Biden Jr (D),DES2,s,Transportation,15700
p,1990,Joseph R Biden Jr (D),DES2,s,Transportation,10875
i,1990,Joseph R Biden Jr (D),DES2,s,Unknown,151555
p,1990,Larry Craig (R),IDS1,s,Agribusiness,132439
i,1990,Larry Craig (R),IDS1,s,Agribusiness,86144
p,1990,Larry Craig (R),IDS1,s,Communic/Electronics,30450
i,1990,Larry Craig (R),IDS1,s,Communic/Electronics,13500
p,1990,Larry Craig (R),IDS1,s,Construction,50200
i,1990,Larry Craig (R),IDS1,s,Construction,8250
p,1990,Larry Craig (R),IDS1,s,Defense,21850
i,1990,Larry Craig (R),IDS1,s,Defense,2000
p,1990,Larry Craig (R),IDS1,s,Energy/Nat Resource,184758
i,1990,Larry Craig (R),IDS1,s,Energy/Nat Resource,23256
p,1990,Larry Craig (R),IDS1,s,Finance/Insur/RealEst,277696
i,1990,Larry Craig (R),IDS1,s,Finance/Insur/RealEst,50479
i,1990,Larry Craig (R),IDS1,s,Health,4900
p,1990,Larry Craig (R),IDS1,s,Health,47250
p,1990,Larry Craig (R),IDS1,s,Ideology/Single-Issue,84237
i,1990,Larry Craig (R),IDS1,s,Ideology/Single-Issue,24450
p,1990,Larry Craig (R),IDS1,s,Labor,6300
p,1990,Larry Craig (R),IDS1,s,Lawyers & Lobbyists,8000
i,1990,Larry Craig (R),IDS1,s,Lawyers & Lobbyists,17050
i,1990,Larry Craig (R),IDS1,s,Misc Business,32794
p,1990,Larry Craig (R),IDS1,s,Misc Business,96111
i,1990,Larry Craig (R),IDS1,s,Non-contribution,41650
i,1990,Larry Craig (R),IDS1,s,Other,30975
i,1990,Larry Craig (R),IDS1,s,Party Cmte,500
p,1990,Larry Craig (R),IDS1,s,Party Cmte,120624
i,1990,Larry Craig (R),IDS1,s,Transportation,7950
p,1990,Larry Craig (R),IDS1,s,Transportation,65781
p,1990,Larry Craig (R),IDS1,s,Unknown,19
i,1990,Larry Craig (R),IDS1,s,Unknown,52305
p,1990,Larry Pressler (R),SDS2,s,Agribusiness,92899
i,1990,Larry Pressler (R),SDS2,s,Agribusiness,24750
i,1990,Larry Pressler (R),SDS2,s,Communic/Electronics,42700
p,1990,Larry Pressler (R),SDS2,s,Communic/Electronics,71969
p,1990,Larry Pressler (R),SDS2,s,Construction,23125
i,1990,Larry Pressler (R),SDS2,s,Construction,29050
p,1990,Larry Pressler (R),SDS2,s,Defense,26250
i,1990,Larry Pressler (R),SDS2,s,Energy/Nat Resource,15050
p,1990,Larry Pressler (R),SDS2,s,Energy/Nat Resource,43800
p,1990,Larry Pressler (R),SDS2,s,Finance/Insur/RealEst,234758
i,1990,Larry Pressler (R),SDS2,s,Finance/Insur/RealEst,141250
p,1990,Larry Pressler (R),SDS2,s,Health,49500
i,1990,Larry Pressler (R),SDS2,s,Health,40800
i,1990,Larry Pressler (R),SDS2,s,Ideology/Single-Issue,63297
p,1990,Larry Pressler (R),SDS2,s,Ideology/Single-Issue,147779
p,1990,Larry Pressler (R),SDS2,s,Labor,12164
p,1990,Larry Pressler (R),SDS2,s,Lawyers & Lobbyists,9200
i,1990,Larry Pressler (R),SDS2,s,Lawyers & Lobbyists,64850
i,1990,Larry Pressler (R),SDS2,s,Misc Business,82150
p,1990,Larry Pressler (R),SDS2,s,Misc Business,87796
i,1990,Larry Pressler (R),SDS2,s,Non-contribution,62615
i,1990,Larry Pressler (R),SDS2,s,Other,20700
p,1990,Larry Pressler (R),SDS2,s,Party Cmte,121063
i,1990,Larry Pressler (R),SDS2,s,Party Cmte,36650
p,1990,Larry Pressler (R),SDS2,s,Transportation,94650
i,1990,Larry Pressler (R),SDS2,s,Transportation,28950
i,1990,Larry Pressler (R),SDS2,s,Unknown,129265
p,1990,Mark O Hatfield (R),ORS1,s,Agribusiness,116886
i,1990,Mark O Hatfield (R),ORS1,s,Agribusiness,116199
i,1990,Mark O Hatfield (R),ORS1,s,Communic/Electronics,31380
p,1990,Mark O Hatfield (R),ORS1,s,Communic/Electronics,82600
p,1990,Mark O Hatfield (R),ORS1,s,Construction,52500
i,1990,Mark O Hatfield (R),ORS1,s,Construction,28200
p,1990,Mark O Hatfield (R),ORS1,s,Defense,34500
i,1990,Mark O Hatfield (R),ORS1,s,Defense,2000
i,1990,Mark O Hatfield (R),ORS1,s,Energy/Nat Resource,22200
p,1990,Mark O Hatfield (R),ORS1,s,Energy/Nat Resource,113450
i,1990,Mark O Hatfield (R),ORS1,s,Finance/Insur/RealEst,118000
p,1990,Mark O Hatfield (R),ORS1,s,Finance/Insur/RealEst,134133
p,1990,Mark O Hatfield (R),ORS1,s,Health,74562
i,1990,Mark O Hatfield (R),ORS1,s,Health,20650
i,1990,Mark O Hatfield (R),ORS1,s,Ideology/Single-Issue,14640
p,1990,Mark O Hatfield (R),ORS1,s,Ideology/Single-Issue,145460
p,1990,Mark O Hatfield (R),ORS1,s,Labor,105427
p,1990,Mark O Hatfield (R),ORS1,s,Lawyers & Lobbyists,35744
i,1990,Mark O Hatfield (R),ORS1,s,Lawyers & Lobbyists,73462
i,1990,Mark O Hatfield (R),ORS1,s,Misc Business,83992
p,1990,Mark O Hatfield (R),ORS1,s,Misc Business,52705
i,1990,Mark O Hatfield (R),ORS1,s,Non-contribution,65465
p,1990,Mark O Hatfield (R),ORS1,s,Other,2250
i,1990,Mark O Hatfield (R),ORS1,s,Other,59153
p,1990,Mark O Hatfield (R),ORS1,s,Party Cmte,244291
i,1990,Mark O Hatfield (R),ORS1,s,Transportation,31750
p,1990,Mark O Hatfield (R),ORS1,s,Transportation,90500
i,1990,Mark O Hatfield (R),ORS1,s,Unknown,174393
p,1990,Mark O Hatfield (R),ORS1,s,Unknown,752
i,1990,Max Baucus (D),MTS2,s,Agribusiness,26970
p,1990,Max Baucus (D),MTS2,s,Agribusiness,96702
p,1990,Max Baucus (D),MTS2,s,Communic/Electronics,82919
i,1990,Max Baucus (D),MTS2,s,Communic/Electronics,37850
p,1990,Max Baucus (D),MTS2,s,Construction,27750
i,1990,Max Baucus (D),MTS2,s,Construction,14200
p,1990,Max Baucus (D),MTS2,s,Defense,8500
p,1990,Max Baucus (D),MTS2,s,Energy/Nat Resource,100835
i,1990,Max Baucus (D),MTS2,s,Energy/Nat Resource,34086
p,1990,Max Baucus (D),MTS2,s,Finance/Insur/RealEst,260602
i,1990,Max Baucus (D),MTS2,s,Finance/Insur/RealEst,150266
i,1990,Max Baucus (D),MTS2,s,Health,28940
p,1990,Max Baucus (D),MTS2,s,Health,220319
p,1990,Max Baucus (D),MTS2,s,Ideology/Single-Issue,195519
i,1990,Max Baucus (D),MTS2,s,Ideology/Single-Issue,83280
p,1990,Max Baucus (D),MTS2,s,Labor,250597
p,1990,Max Baucus (D),MTS2,s,Lawyers & Lobbyists,67236
i,1990,Max Baucus (D),MTS2,s,Lawyers & Lobbyists,169115
p,1990,Max Baucus (D),MTS2,s,Misc Business,100566
i,1990,Max Baucus (D),MTS2,s,Misc Business,118966
i,1990,Max Baucus (D),MTS2,s,Non-contribution,11655
p,1990,Max Baucus (D),MTS2,s,Other,1000
i,1990,Max Baucus (D),MTS2,s,Other,40350
p,1990,Max Baucus (D),MTS2,s,Party Cmte,122732
i,1990,Max Baucus (D),MTS2,s,Transportation,11650
p,1990,Max Baucus (D),MTS2,s,Transportation,78750
i,1990,Max Baucus (D),MTS2,s,Unknown,101025
p,1990,Mitch McConnell (R),KYS1,s,Agribusiness,196736
i,1990,Mitch McConnell (R),KYS1,s,Agribusiness,138355
p,1990,Mitch McConnell (R),KYS1,s,Communic/Electronics,52025
i,1990,Mitch McConnell (R),KYS1,s,Communic/Electronics,20025
i,1990,Mitch McConnell (R),KYS1,s,Construction,108525
p,1990,Mitch McConnell (R),KYS1,s,Construction,49225
p,1990,Mitch McConnell (R),KYS1,s,Defense,35045
i,1990,Mitch McConnell (R),KYS1,s,Energy/Nat Resource,139293
p,1990,Mitch McConnell (R),KYS1,s,Energy/Nat Resource,186249
p,1990,Mitch McConnell (R),KYS1,s,Finance/Insur/RealEst,131793
i,1990,Mitch McConnell (R),KYS1,s,Finance/Insur/RealEst,244100
p,1990,Mitch McConnell (R),KYS1,s,Health,39700
i,1990,Mitch McConnell (R),KYS1,s,Health,176375
p,1990,Mitch McConnell (R),KYS1,s,Ideology/Single-Issue,217289
i,1990,Mitch McConnell (R),KYS1,s,Ideology/Single-Issue,102300
p,1990,Mitch McConnell (R),KYS1,s,Labor,3164
p,1990,Mitch McConnell (R),KYS1,s,Lawyers & Lobbyists,6125
i,1990,Mitch McConnell (R),KYS1,s,Lawyers & Lobbyists,171906
p,1990,Mitch McConnell (R),KYS1,s,Misc Business,186619
i,1990,Mitch McConnell (R),KYS1,s,Misc Business,212096
i,1990,Mitch McConnell (R),KYS1,s,Non-contribution,59800
i,1990,Mitch McConnell (R),KYS1,s,Other,88249
p,1990,Mitch McConnell (R),KYS1,s,Party Cmte,303409
i,1990,Mitch McConnell (R),KYS1,s,Party Cmte,50000
p,1990,Mitch McConnell (R),KYS1,s,Transportation,66599
i,1990,Mitch McConnell (R),KYS1,s,Transportation,42175
i,1990,Mitch McConnell (R),KYS1,s,Unknown,438678
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Agribusiness,8650
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Agribusiness,18000
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Communic/Electronics,12000
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Communic/Electronics,9700
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Construction,4200
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Construction,10500
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Defense,3000
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Defense,250
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Energy/Nat Resource,15308
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Energy/Nat Resource,9850
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Finance/Insur/RealEst,42180
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Finance/Insur/RealEst,34150
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Health,5400
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Health,20500
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Ideology/Single-Issue,11300
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Ideology/Single-Issue,2750
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Joint Candidate Cmtes,5357
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Labor,2914
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Labor,300
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Lawyers & Lobbyists,8900
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Misc Business,25550
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Misc Business,17650
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Non-contribution,13250
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Other,2000
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Other,12950
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Party Cmte,69345
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Party Cmte,9000
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Transportation,3000
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Transportation,19000
p,1990,Nancy Landon Kassebaum (R),KSS1,s,Unknown,1000
i,1990,Nancy Landon Kassebaum (R),KSS1,s,Unknown,39249
p,1990,Paul Simon (D),ILS1,s,Agribusiness,78673
i,1990,Paul Simon (D),ILS1,s,Agribusiness,35500
p,1990,Paul Simon (D),ILS1,s,Communic/Electronics,85372
i,1990,Paul Simon (D),ILS1,s,Communic/Electronics,105350
p,1990,Paul Simon (D),ILS1,s,Construction,4250
i,1990,Paul Simon (D),ILS1,s,Construction,49495
p,1990,Paul Simon (D),ILS1,s,Defense,5900
i,1990,Paul Simon (D),ILS1,s,Defense,4000
p,1990,Paul Simon (D),ILS1,s,Energy/Nat Resource,42500
i,1990,Paul Simon (D),ILS1,s,Energy/Nat Resource,32035
p,1990,Paul Simon (D),ILS1,s,Finance/Insur/RealEst,120010
i,1990,Paul Simon (D),ILS1,s,Finance/Insur/RealEst,408530
p,1990,Paul Simon (D),ILS1,s,Health,109041
i,1990,Paul Simon (D),ILS1,s,Health,116828
p,1990,Paul Simon (D),ILS1,s,Ideology/Single-Issue,455001
i,1990,Paul Simon (D),ILS1,s,Ideology/Single-Issue,449405
p,1990,Paul Simon (D),ILS1,s,Joint Candidate Cmtes,15760
i,1990,Paul Simon (D),ILS1,s,Labor,8200
p,1990,Paul Simon (D),ILS1,s,Labor,438044
i,1990,Paul Simon (D),ILS1,s,Lawyers & Lobbyists,564910
p,1990,Paul Simon (D),ILS1,s,Lawyers & Lobbyists,48700
p,1990,Paul Simon (D),ILS1,s,Misc Business,46216
i,1990,Paul Simon (D),ILS1,s,Misc Business,258175
i,1990,Paul Simon (D),ILS1,s,Non-contribution,11800
p,1990,Paul Simon (D),ILS1,s,Non-contribution,65000
i,1990,Paul Simon (D),ILS1,s,Other,222976
p,1990,Paul Simon (D),ILS1,s,Other,24250
p,1990,Paul Simon (D),ILS1,s,Party Cmte,891986
p,1990,Paul Simon (D),ILS1,s,Transportation,60330
i,1990,Paul Simon (D),ILS1,s,Transportation,35725
i,1990,Paul Simon (D),ILS1,s,Unknown,747741
p,1990,Paul Simon (D),ILS1,s,Unknown,500
i,1990,Paul Wellstone (D),MNS1,s,Agribusiness,3188
p,1990,Paul Wellstone (D),MNS1,s,Agribusiness,3000
p,1990,Paul Wellstone (D),MNS1,s,Communic/Electronics,5000
i,1990,Paul Wellstone (D),MNS1,s,Communic/Electronics,16045
i,1990,Paul Wellstone (D),MNS1,s,Construction,400
i,1990,Paul Wellstone (D),MNS1,s,Defense,950
i,1990,Paul Wellstone (D),MNS1,s,Energy/Nat Resource,450
p,1990,Paul Wellstone (D),MNS1,s,Energy/Nat Resource,500
p,1990,Paul Wellstone (D),MNS1,s,Finance/Insur/RealEst,950
i,1990,Paul Wellstone (D),MNS1,s,Finance/Insur/RealEst,15050
i,1990,Paul Wellstone (D),MNS1,s,Health,7465
p,1990,Paul Wellstone (D),MNS1,s,Health,6750
p,1990,Paul Wellstone (D),MNS1,s,Ideology/Single-Issue,69896
i,1990,Paul Wellstone (D),MNS1,s,Ideology/Single-Issue,43063
p,1990,Paul Wellstone (D),MNS1,s,Labor,210713
i,1990,Paul Wellstone (D),MNS1,s,Labor,300
p,1990,Paul Wellstone (D),MNS1,s,Lawyers & Lobbyists,4550
i,1990,Paul Wellstone (D),MNS1,s,Lawyers & Lobbyists,24314
i,1990,Paul Wellstone (D),MNS1,s,Misc Business,21565
p,1990,Paul Wellstone (D),MNS1,s,Misc Business,1500
i,1990,Paul Wellstone (D),MNS1,s,Non-contribution,500
i,1990,Paul Wellstone (D),MNS1,s,Other,36000
p,1990,Paul Wellstone (D),MNS1,s,Other,2200
i,1990,Paul Wellstone (D),MNS1,s,Party Cmte,500
p,1990,Paul Wellstone (D),MNS1,s,Party Cmte,152500
i,1990,Paul Wellstone (D),MNS1,s,Transportation,2475
p,1990,Paul Wellstone (D),MNS1,s,Transportation,500
i,1990,Paul Wellstone (D),MNS1,s,Unknown,89145
p,1990,Paul Wellstone (D),MNS1,s,Unknown,3733
i,1990,Pete V Domenici (R),NMS2,s,Agribusiness,31650
p,1990,Pete V Domenici (R),NMS2,s,Agribusiness,53750
p,1990,Pete V Domenici (R),NMS2,s,Communic/Electronics,58145
i,1990,Pete V Domenici (R),NMS2,s,Communic/Electronics,8000
p,1990,Pete V Domenici (R),NMS2,s,Construction,40500
i,1990,Pete V Domenici (R),NMS2,s,Construction,22950
p,1990,Pete V Domenici (R),NMS2,s,Defense,59100
i,1990,Pete V Domenici (R),NMS2,s,Defense,3880
p,1990,Pete V Domenici (R),NMS2,s,Energy/Nat Resource,202627
i,1990,Pete V Domenici (R),NMS2,s,Energy/Nat Resource,111417
p,1990,Pete V Domenici (R),NMS2,s,Finance/Insur/RealEst,138517
i,1990,Pete V Domenici (R),NMS2,s,Finance/Insur/RealEst,158948
i,1990,Pete V Domenici (R),NMS2,s,Health,26150
p,1990,Pete V Domenici (R),NMS2,s,Health,66700
i,1990,Pete V Domenici (R),NMS2,s,Ideology/Single-Issue,21675
p,1990,Pete V Domenici (R),NMS2,s,Ideology/Single-Issue,43101
p,1990,Pete V Domenici (R),NMS2,s,Labor,33914
i,1990,Pete V Domenici (R),NMS2,s,Lawyers & Lobbyists,72923
p,1990,Pete V Domenici (R),NMS2,s,Lawyers & Lobbyists,28550
i,1990,Pete V Domenici (R),NMS2,s,Misc Business,73285
p,1990,Pete V Domenici (R),NMS2,s,Misc Business,74622
i,1990,Pete V Domenici (R),NMS2,s,Non-contribution,17800
i,1990,Pete V Domenici (R),NMS2,s,Other,21180
p,1990,Pete V Domenici (R),NMS2,s,Party Cmte,124180
i,1990,Pete V Domenici (R),NMS2,s,Party Cmte,19000
i,1990,Pete V Domenici (R),NMS2,s,Transportation,18700
p,1990,Pete V Domenici (R),NMS2,s,Transportation,78050
i,1990,Pete V Domenici (R),NMS2,s,Unknown,110500
p,1990,Phil Gramm (R),TXS1,s,Agribusiness,140676
i,1990,Phil Gramm (R),TXS1,s,Agribusiness,336247
i,1990,Phil Gramm (R),TXS1,s,Communic/Electronics,101153
p,1990,Phil Gramm (R),TXS1,s,Communic/Electronics,79909
i,1990,Phil Gramm (R),TXS1,s,Construction,182355
p,1990,Phil Gramm (R),TXS1,s,Construction,73736
p,1990,Phil Gramm (R),TXS1,s,Defense,94760
i,1990,Phil Gramm (R),TXS1,s,Defense,18323
p,1990,Phil Gramm (R),TXS1,s,Energy/Nat Resource,261904
i,1990,Phil Gramm (R),TXS1,s,Energy/Nat Resource,517660
i,1990,Phil Gramm (R),TXS1,s,Finance/Insur/RealEst,871926
p,1990,Phil Gramm (R),TXS1,s,Finance/Insur/RealEst,295312
i,1990,Phil Gramm (R),TXS1,s,Health,389126
p,1990,Phil Gramm (R),TXS1,s,Health,79446
i,1990,Phil Gramm (R),TXS1,s,Ideology/Single-Issue,176112
p,1990,Phil Gramm (R),TXS1,s,Ideology/Single-Issue,54823
p,1990,Phil Gramm (R),TXS1,s,Joint Candidate Cmtes,25
i,1990,Phil Gramm (R),TXS1,s,Labor,350
p,1990,Phil Gramm (R),TXS1,s,Labor,11539
p,1990,Phil Gramm (R),TXS1,s,Lawyers & Lobbyists,77650
i,1990,Phil Gramm (R),TXS1,s,Lawyers & Lobbyists,521407
i,1990,Phil Gramm (R),TXS1,s,Misc Business,556185
p,1990,Phil Gramm (R),TXS1,s,Misc Business,170493
i,1990,Phil Gramm (R),TXS1,s,Non-contribution,77393
p,1990,Phil Gramm (R),TXS1,s,Other,1000
i,1990,Phil Gramm (R),TXS1,s,Other,268895
p,1990,Phil Gramm (R),TXS1,s,Party Cmte,1118811
i,1990,Phil Gramm (R),TXS1,s,Party Cmte,58100
i,1990,Phil Gramm (R),TXS1,s,Transportation,151993
p,1990,Phil Gramm (R),TXS1,s,Transportation,94550
p,1990,Phil Gramm (R),TXS1,s,Unknown,943
i,1990,Phil Gramm (R),TXS1,s,Unknown,1733128
i,1990,Sam Nunn (D),GAS1,s,Agribusiness,48900
p,1990,Sam Nunn (D),GAS1,s,Agribusiness,79250
p,1990,Sam Nunn (D),GAS1,s,Communic/Electronics,35510
i,1990,Sam Nunn (D),GAS1,s,Communic/Electronics,55960
i,1990,Sam Nunn (D),GAS1,s,Construction,47950
p,1990,Sam Nunn (D),GAS1,s,Construction,27200
i,1990,Sam Nunn (D),GAS1,s,Defense,6000
p,1990,Sam Nunn (D),GAS1,s,Defense,71560
p,1990,Sam Nunn (D),GAS1,s,Energy/Nat Resource,60550
i,1990,Sam Nunn (D),GAS1,s,Energy/Nat Resource,18375
p,1990,Sam Nunn (D),GAS1,s,Finance/Insur/RealEst,129650
i,1990,Sam Nunn (D),GAS1,s,Finance/Insur/RealEst,285095
p,1990,Sam Nunn (D),GAS1,s,Health,36500
i,1990,Sam Nunn (D),GAS1,s,Health,45950
i,1990,Sam Nunn (D),GAS1,s,Ideology/Single-Issue,27500
p,1990,Sam Nunn (D),GAS1,s,Ideology/Single-Issue,34664
p,1990,Sam Nunn (D),GAS1,s,Labor,40874
